product_id,product_name,product_category,product_weight_g,product_volume_cm3,price_inr,fragility_level,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material
PRD0224,Maggi Noodles 400 g,Food,400,414.87,911.53,Medium,Low,Medium,7,Pouch,LDPE Plastic
PRD0225,Nestlé Namkeen 500 g,Food,500,595.04,602.13,Medium,Low,Medium,180,Pouch,LDPE Plastic
PRD0226,Dolo Tablet Pack 2000 g,Healthcare,2000,2012.01,2556.81,Medium,High,Low,1825,Bottle,HDPE Plastic
PRD0227,Lay's Chips 200 g,Food,200,261.46,268.23,Medium,Low,Medium,720,Pouch,LDPE Plastic
PRD0228,Benadryl Cough Syrup 100 g,Healthcare,100,128.99,253.68,Medium,High,Low,1825,Bottle,HDPE Plastic
PRD0229,Maaza Mango Drink 400 g,Beverages,400,556.58,1324.65,Medium,Low,Low,240,Bottle,PET Plastic
PRD0230,Head & Shoulders Handwash 500 g,Personal Care,500,511.24,958.37,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0231,Samsung Mobile Phone 500 g,Electronics,500,488.19,960.86,High,Low,Low,240,Box,Corrugated Cardboard
PRD0232,Dabur Hair Oil 100 g,Personal Care,100,116.53,207.71,Medium,Low,Low,365,Bottle,HDPE Plastic
PRD0233,Head & Shoulders Shampoo 200 g,Personal Care,200,275.18,645.41,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0234,Lay's Chips 100 g,Food,100,128.82,208.18,Medium,Low,Medium,30,Pouch,LDPE Plastic
PRD0235,Maaza Mango Drink 60 g,Beverages,60,74.05,246.45,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0236,Lizol Floor Cleaner 200 g,Home Care,200,233.08,709.01,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0237,Haldiram Namkeen 1000 g,Food,1000,1017.09,1315.55,Medium,Low,Medium,240,Pouch,LDPE Plastic
PRD0238,Pears Body Wash 100 g,Personal Care,100,125.02,171.23,Medium,Low,Low,30,Bottle,HDPE Plastic
PRD0239,Dabur Hair Oil 2000 g,Personal Care,2000,2495.89,5282.29,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0240,Samsung Mobile Phone 1000 g,Electronics,1000,1399.98,3301,High,Low,Low,30,Box,Corrugated Cardboard
PRD0241,Sugar Face Cream 30 g,Cosmetics,30,37.24,127.4,High,Low,Low,180,Tube,HDPE Plastic
PRD0242,Nestlé Namkeen 100 g,Food,100,91.69,345.73,Medium,Low,Medium,720,Pouch,LDPE Plastic
PRD0243,Britannia Butter 500 g,Dairy,500,535.33,1840.27,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0244,Maaza Mango Drink 500 g,Beverages,500,555.6,1424.95,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0245,Vim Dishwash Liquid 2000 g,Home Care,2000,2203.73,5327.74,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0246,Sugar Lipstick 60 g,Cosmetics,60,63.93,118.39,High,Low,Low,180,Tube,HDPE Plastic
PRD0247,Milky Mist Buttermilk 30 g,Dairy,30,32.98,85.53,Medium,High,Medium,240,Pouch,HDPE Plastic
PRD0248,Pears Body Wash 60 g,Personal Care,60,54.19,90.17,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0249,Head & Shoulders Handwash 100 g,Personal Care,100,121.34,337.67,Medium,Low,Low,365,Bottle,HDPE Plastic
PRD0250,Lay's Chips 2000 g,Food,2000,2425.28,2886.89,Medium,Low,Medium,720,Pouch,LDPE Plastic
PRD0251,Amul Lassi 60 g,Dairy,60,81.42,193.57,Medium,High,Medium,180,Pouch,HDPE Plastic
PRD0252,Britannia Curd 400 g,Dairy,400,532.49,593.47,Medium,High,Medium,7,Pouch,HDPE Plastic
PRD0253,Sugar Lipstick 30 g,Cosmetics,30,34.47,81.96,High,Low,Low,1825,Tube,HDPE Plastic
PRD0254,Nestlé Namkeen 2000 g,Food,2000,1867.22,6631.72,Medium,Low,Medium,365,Pouch,LDPE Plastic
PRD0255,Britannia Cheese 60 g,Dairy,60,56.49,152.83,Medium,High,Medium,30,Pouch,HDPE Plastic
PRD0256,Pears Soap 30 g,Personal Care,30,37.26,37.51,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0257,Lay's Chips 100 g,Food,100,113.62,181.91,Medium,Low,Medium,365,Pouch,LDPE Plastic
PRD0258,Maaza Mango Drink 30 g,Beverages,30,32.49,106.94,Medium,Low,Low,720,Bottle,PET Plastic
PRD0259,Milky Mist Buttermilk 400 g,Dairy,400,485.72,1369.67,Medium,High,Medium,240,Pouch,HDPE Plastic
PRD0260,Lizol Floor Cleaner 30 g,Home Care,30,27.91,122.05,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0261,Nestlé Namkeen 400 g,Food,400,505.89,565.68,Medium,Low,Medium,1825,Pouch,LDPE Plastic
PRD0262,HP Laptop 500 g,Electronics,500,541.89,1463.68,High,Low,Low,240,Box,Corrugated Cardboard
PRD0263,HP Laptop 100 g,Electronics,100,138.32,123.18,High,Low,Low,720,Box,Corrugated Cardboard
PRD0264,Milky Mist Buttermilk 2000 g,Dairy,2000,2185.74,7418.19,Medium,High,Medium,180,Pouch,HDPE Plastic
PRD0265,Lakme Compact 30 g,Cosmetics,30,36.33,96.26,High,Low,Low,1825,Tube,HDPE Plastic
PRD0266,Sugar Face Cream 400 g,Cosmetics,400,476.93,1765.05,High,Low,Low,30,Tube,HDPE Plastic
PRD0267,Benadryl Cough Syrup 200 g,Healthcare,200,260.75,369.65,Medium,High,Low,7,Bottle,HDPE Plastic
PRD0268,Lakme Compact 1000 g,Cosmetics,1000,978.64,4206.21,High,Low,Low,1825,Tube,HDPE Plastic
PRD0269,Pears Soap 100 g,Personal Care,100,103.69,394.94,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0270,Samsung Mobile Phone 2000 g,Electronics,2000,2597.39,3083.19,High,Low,Low,1825,Box,Corrugated Cardboard
PRD0271,Maaza Mango Drink 1000 g,Beverages,1000,1132.66,1564.37,Medium,Low,Low,180,Bottle,PET Plastic
PRD0272,Pears Body Wash 60 g,Personal Care,60,70.08,126.83,Medium,Low,Low,7,Bottle,HDPE Plastic
PRD0273,Maaza Mango Drink 500 g,Beverages,500,569.15,1490.26,Medium,Low,Low,30,Bottle,PET Plastic
PRD0274,Tropicana Juice 100 g,Beverages,100,130.29,187.22,Medium,Low,Low,365,Bottle,PET Plastic
PRD0275,Lakme Foundation 200 g,Cosmetics,200,184.46,897.88,High,Low,Low,180,Tube,HDPE Plastic
PRD0276,Maggi Noodles 60 g,Food,60,58.68,180.58,Medium,Low,Medium,180,Pouch,LDPE Plastic
PRD0277,Surf Excel Detergent 60 g,Home Care,60,55.01,267.87,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0278,HP Laptop 400 g,Electronics,400,545.1,734.14,High,Low,Low,7,Box,Corrugated Cardboard
PRD0279,HP Laptop 400 g,Electronics,400,528.75,821.49,High,Low,Low,30,Box,Corrugated Cardboard
PRD0280,Dolo Syrup 30 g,Healthcare,30,27.52,65.03,Medium,High,Low,720,Bottle,HDPE Plastic
PRD0281,Samsung Mobile Phone 1000 g,Electronics,1000,1361.08,3413.59,High,Low,Low,7,Box,Corrugated Cardboard
PRD0282,Vim Dishwash Liquid 60 g,Home Care,60,82.69,196.68,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0283,Britannia Butter 500 g,Dairy,500,691.44,2234.67,Medium,High,Medium,30,Pouch,HDPE Plastic
PRD0284,Amul Cheese 500 g,Dairy,500,464.82,1422.74,Medium,High,Medium,7,Pouch,HDPE Plastic
PRD0285,Pears Body Wash 30 g,Personal Care,30,28.52,59.26,Medium,Low,Low,7,Bottle,HDPE Plastic
PRD0286,Coca-Cola Soft Drink 2000 g,Beverages,2000,2557.9,2380.11,Medium,Low,Low,180,Bottle,PET Plastic
PRD0287,Lakme Compact 60 g,Cosmetics,60,65.25,132.28,High,Low,Low,240,Tube,HDPE Plastic
PRD0288,Tropicana Juice 2000 g,Beverages,2000,2517.23,3043.77,Medium,Low,Low,7,Bottle,PET Plastic
PRD0289,Amul Milk 500 g,Dairy,500,672.18,658.56,Medium,High,Medium,240,Pouch,HDPE Plastic
PRD0290,Nestlé Namkeen 60 g,Food,60,67.57,123.43,Medium,Low,Medium,1825,Pouch,LDPE Plastic
PRD0291,Maaza Mango Drink 500 g,Beverages,500,485.69,810.05,Medium,Low,Low,7,Bottle,PET Plastic
PRD0292,Milky Mist Buttermilk 100 g,Dairy,100,111.95,135.28,Medium,High,Medium,240,Pouch,HDPE Plastic
PRD0293,Dolo Syrup 30 g,Healthcare,30,31.07,117.19,Medium,High,Low,180,Bottle,HDPE Plastic
PRD0294,Britannia Cheese 60 g,Dairy,60,63.54,248.5,Medium,High,Medium,7,Pouch,HDPE Plastic
PRD0295,Milky Mist Buttermilk 200 g,Dairy,200,235.99,778.11,Medium,High,Medium,7,Pouch,HDPE Plastic
PRD0296,Lizol Floor Cleaner 1000 g,Home Care,1000,1395.51,4492.92,Medium,Low,Low,30,Bottle,HDPE Plastic
PRD0297,Nestlé Namkeen 1000 g,Food,1000,1348.1,1012.68,Medium,Low,Medium,720,Pouch,LDPE Plastic
PRD0298,Lizol Floor Cleaner 2000 g,Home Care,2000,2607.02,4122.7,Medium,Low,Low,30,Bottle,HDPE Plastic
PRD0299,Mi Laptop 100 g,Electronics,100,108,95,High,Low,Low,240,Box,Corrugated Cardboard
PRD0300,Maaza Mango Drink 100 g,Beverages,100,132.17,273.01,Medium,Low,Low,30,Bottle,PET Plastic
PRD0301,Amul Milk 60 g,Dairy,60,80.68,210.25,Medium,High,Medium,1825,Pouch,HDPE Plastic
PRD0302,Lizol Floor Cleaner 100 g,Home Care,100,120.62,341.87,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0303,Coca-Cola Soft Drink 200 g,Beverages,200,181,672.26,Medium,Low,Low,365,Bottle,PET Plastic
PRD0304,Dolo Tablet Pack 500 g,Healthcare,500,520.44,1582.48,Medium,High,Low,240,Bottle,HDPE Plastic
PRD0305,Haldiram Namkeen 2000 g,Food,2000,1933.28,6524.57,Medium,Low,Medium,30,Pouch,LDPE Plastic
PRD0306,Milky Mist Buttermilk 30 g,Dairy,30,29.45,65.2,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0307,Pears Body Wash 60 g,Personal Care,60,57.62,206.64,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0308,Lakme Foundation 400 g,Cosmetics,400,534.56,1732,High,Low,Low,240,Tube,HDPE Plastic
PRD0309,HP Laptop 100 g,Electronics,100,91.03,437.95,High,Low,Low,30,Box,Corrugated Cardboard
PRD0310,Amul Milk 400 g,Dairy,400,410.09,1529.39,Medium,High,Medium,7,Pouch,HDPE Plastic
PRD0311,Dabur Shampoo 400 g,Personal Care,400,363.54,1207.11,Medium,Low,Low,365,Bottle,HDPE Plastic
PRD0312,HP Laptop 2000 g,Electronics,2000,1902.86,8034.49,High,Low,Low,720,Box,Corrugated Cardboard
PRD0313,Amul Cheese 60 g,Dairy,60,67.95,178.07,Medium,High,Medium,1825,Pouch,HDPE Plastic
PRD0314,Lizol Floor Cleaner 60 g,Home Care,60,66.17,78.4,Medium,Low,Low,365,Bottle,HDPE Plastic
PRD0315,Tropicana Juice 2000 g,Beverages,2000,2546.58,2815.99,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0316,Head & Shoulders Handwash 1000 g,Personal Care,1000,1198.52,3030.32,Medium,Low,Low,7,Bottle,HDPE Plastic
PRD0317,Dolo Tablet Pack 500 g,Healthcare,500,550.18,1951.35,Medium,High,Low,720,Bottle,HDPE Plastic
PRD0318,Benadryl Cough Syrup 30 g,Healthcare,30,31.87,40.28,Medium,High,Low,720,Bottle,HDPE Plastic
PRD0319,Sugar Lipstick 30 g,Cosmetics,30,32.47,82.92,High,Low,Low,7,Tube,HDPE Plastic
PRD0320,Lakme Foundation 30 g,Cosmetics,30,30.38,70.7,High,Low,Low,240,Tube,HDPE Plastic
PRD0321,HP Laptop 30 g,Electronics,30,27.52,95.21,High,Low,Low,180,Box,Corrugated Cardboard
PRD0322,Surf Excel Detergent 60 g,Home Care,60,61.52,163.51,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0323,Tropicana Juice 60 g,Beverages,60,63.16,191.75,Medium,Low,Low,7,Bottle,PET Plastic
PRD0324,Head & Shoulders Handwash 60 g,Personal Care,60,67.99,166.51,Medium,Low,Low,30,Bottle,HDPE Plastic
PRD0325,Mi Smartphone 400 g,Electronics,400,543.12,1174.47,High,Low,Low,180,Box,Corrugated Cardboard
PRD0326,Coca-Cola Soft Drink 400 g,Beverages,400,527.95,1222.73,Medium,Low,Low,365,Bottle,PET Plastic
PRD0327,Coca-Cola Soft Drink 200 g,Beverages,200,234.86,431.44,Medium,Low,Low,365,Bottle,PET Plastic
PRD0328,Surf Excel Detergent 2000 g,Home Care,2000,2618.82,1829.12,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0329,Tropicana Juice 1000 g,Beverages,1000,905.94,2104.82,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0330,Maaza Mango Drink 2000 g,Beverages,2000,2069.93,8099.96,Medium,Low,Low,30,Bottle,PET Plastic
PRD0331,Lizol Floor Cleaner 100 g,Home Care,100,117.56,304.19,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0332,HP Laptop 1000 g,Electronics,1000,1317.17,2110.22,High,Low,Low,1825,Box,Corrugated Cardboard
PRD0333,Lay's Chips 1000 g,Food,1000,1068.51,2104.08,Medium,Low,Medium,720,Pouch,LDPE Plastic
PRD0334,Coca-Cola Soft Drink 60 g,Beverages,60,76.16,213.01,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0335,Samsung Mobile Phone 1000 g,Electronics,1000,1335.41,816,High,Low,Low,1825,Box,Corrugated Cardboard
PRD0336,Nestlé Namkeen 100 g,Food,100,110.9,369.96,Medium,Low,Medium,1825,Pouch,LDPE Plastic
PRD0337,Nestlé Namkeen 2000 g,Food,2000,2088.06,4209.38,Medium,Low,Medium,180,Pouch,LDPE Plastic
PRD0338,Benadryl Cough Syrup 30 g,Healthcare,30,38.81,118.3,Medium,High,Low,240,Bottle,HDPE Plastic
PRD0339,Benadryl Cough Syrup 100 g,Healthcare,100,116.84,377.09,Medium,High,Low,240,Bottle,HDPE Plastic
PRD0340,Dolo Syrup 500 g,Healthcare,500,530.97,1960.27,Medium,High,Low,1825,Bottle,HDPE Plastic
PRD0341,Maaza Mango Drink 1000 g,Beverages,1000,1345.63,4336.88,Medium,Low,Low,7,Bottle,PET Plastic
PRD0342,Pears Body Wash 400 g,Personal Care,400,544.06,1464.75,Medium,Low,Low,365,Bottle,HDPE Plastic
PRD0343,Benadryl Cough Syrup 2000 g,Healthcare,2000,2157.71,6000.93,Medium,High,Low,180,Bottle,HDPE Plastic
PRD0344,Mi Smartphone 200 g,Electronics,200,189.9,437.07,High,Low,Low,240,Box,Corrugated Cardboard
PRD0345,Amul Lassi 2000 g,Dairy,2000,2201.64,7278.23,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0346,Sugar Face Cream 500 g,Cosmetics,500,529.52,2210.09,High,Low,Low,1825,Tube,HDPE Plastic
PRD0347,Surf Excel Detergent 60 g,Home Care,60,73.68,113.47,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0348,Dolo Tablet Pack 200 g,Healthcare,200,230.49,299.2,Medium,High,Low,30,Bottle,HDPE Plastic
PRD0349,Head & Shoulders Shampoo 500 g,Personal Care,500,592.47,1567.94,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0350,Head & Shoulders Handwash 30 g,Personal Care,30,38.81,58.05,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0351,Pears Body Wash 60 g,Personal Care,60,71.59,196.32,Medium,Low,Low,30,Bottle,HDPE Plastic
PRD0352,Britannia Curd 400 g,Dairy,400,534.23,1645.44,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0353,Milky Mist Buttermilk 1000 g,Dairy,1000,1200.87,1337.81,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0354,Haldiram Chips 60 g,Food,60,59.12,163.99,Medium,Low,Medium,1825,Pouch,LDPE Plastic
PRD0355,HP Laptop 30 g,Electronics,30,36.75,99.99,High,Low,Low,365,Box,Corrugated Cardboard
PRD0356,Sugar Face Cream 500 g,Cosmetics,500,518.86,460.85,High,Low,Low,720,Tube,HDPE Plastic
PRD0357,Haldiram Namkeen 200 g,Food,200,224.98,445.39,Medium,Low,Medium,7,Pouch,LDPE Plastic
PRD0358,Maaza Mango Drink 2000 g,Beverages,2000,1854.58,3363.37,Medium,Low,Low,30,Bottle,PET Plastic
PRD0359,Dabur Shampoo 500 g,Personal Care,500,451.54,2003.93,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0360,Vim Dishwash Liquid 2000 g,Home Care,2000,2779.54,2099.69,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0361,Dolo Tablet Pack 400 g,Healthcare,400,439.72,1373.43,Medium,High,Low,7,Bottle,HDPE Plastic
PRD0362,Tropicana Juice 100 g,Beverages,100,107.92,149.02,Medium,Low,Low,180,Bottle,PET Plastic
PRD0363,Benadryl Cough Syrup 500 g,Healthcare,500,583.44,1113.36,Medium,High,Low,240,Bottle,HDPE Plastic
PRD0364,Haldiram Namkeen 500 g,Food,500,588.46,1116.62,Medium,Low,Medium,240,Pouch,LDPE Plastic
PRD0365,Vim Dishwash Liquid 1000 g,Home Care,1000,917.46,3257.82,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0366,Amul Butter 60 g,Dairy,60,59.89,168.96,Medium,High,Medium,1825,Pouch,HDPE Plastic
PRD0367,Milky Mist Buttermilk 2000 g,Dairy,2000,2636.32,7556.55,Medium,High,Medium,30,Pouch,HDPE Plastic
PRD0368,Lakme Foundation 1000 g,Cosmetics,1000,1088.45,4346.09,High,Low,Low,30,Tube,HDPE Plastic
PRD0369,Vim Dishwash Liquid 200 g,Home Care,200,265.84,659.72,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0370,Surf Excel Detergent 500 g,Home Care,500,583.67,1147.68,Medium,Low,Low,365,Bottle,HDPE Plastic
PRD0371,Tropicana Juice 60 g,Beverages,60,70.28,108.03,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0372,Dolo Syrup 400 g,Healthcare,400,363,1371.84,Medium,High,Low,720,Bottle,HDPE Plastic
PRD0373,Amul Cheese 200 g,Dairy,200,246.27,240.63,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0374,Lakme Foundation 60 g,Cosmetics,60,75.56,67.52,High,Low,Low,180,Tube,HDPE Plastic
PRD0375,Milky Mist Buttermilk 400 g,Dairy,400,431.18,1569.66,Medium,High,Medium,240,Pouch,HDPE Plastic
PRD0376,Britannia Butter 30 g,Dairy,30,32.5,112.73,Medium,High,Medium,720,Pouch,HDPE Plastic
PRD0377,Lakme Foundation 2000 g,Cosmetics,2000,2048.42,7865.69,High,Low,Low,180,Tube,HDPE Plastic
PRD0378,Lay's Chips 60 g,Food,60,62.13,183.18,Medium,Low,Medium,30,Pouch,LDPE Plastic
PRD0379,Pears Soap 100 g,Personal Care,100,111.54,360.08,Medium,Low,Low,30,Bottle,HDPE Plastic
PRD0380,Dolo Tablet Pack 100 g,Healthcare,100,118.23,164.23,Medium,High,Low,240,Bottle,HDPE Plastic
PRD0381,Vim Dishwash Liquid 30 g,Home Care,30,28.68,108.77,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0382,Lizol Floor Cleaner 200 g,Home Care,200,248.11,187.48,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0383,Maaza Mango Drink 1000 g,Beverages,1000,1247.34,2256.45,Medium,Low,Low,720,Bottle,PET Plastic
PRD0384,Maaza Mango Drink 500 g,Beverages,500,686.59,1184.36,Medium,Low,Low,180,Bottle,PET Plastic
PRD0385,HP Laptop 200 g,Electronics,200,222.84,538.79,High,Low,Low,1825,Box,Corrugated Cardboard
PRD0386,Britannia Butter 30 g,Dairy,30,41.28,115.59,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0387,Lizol Floor Cleaner 200 g,Home Care,200,234.39,344.77,Medium,Low,Low,7,Bottle,HDPE Plastic
PRD0388,Britannia Cheese 1000 g,Dairy,1000,946.27,3155.07,Medium,High,Medium,30,Pouch,HDPE Plastic
PRD0389,Milky Mist Buttermilk 2000 g,Dairy,2000,2037.87,3388.67,Medium,High,Medium,365,Pouch,HDPE Plastic
PRD0390,Mi Laptop 400 g,Electronics,400,386.68,1367.42,High,Low,Low,365,Box,Corrugated Cardboard
PRD0391,Maaza Mango Drink 1000 g,Beverages,1000,1280.26,1426.08,Medium,Low,Low,720,Bottle,PET Plastic
PRD0392,Milky Mist Buttermilk 1000 g,Dairy,1000,1315.59,1223.57,Medium,High,Medium,180,Pouch,HDPE Plastic
PRD0393,Pears Body Wash 200 g,Personal Care,200,184.34,822.9,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0394,Tropicana Juice 2000 g,Beverages,2000,2762.88,2793.76,Medium,Low,Low,240,Bottle,PET Plastic
PRD0395,HP Laptop 400 g,Electronics,400,393.62,426.29,High,Low,Low,7,Box,Corrugated Cardboard
PRD0396,Samsung Mobile Phone 500 g,Electronics,500,695.05,1442.76,High,Low,Low,7,Box,Corrugated Cardboard
PRD0397,Samsung Mobile Phone 200 g,Electronics,200,258.39,398.14,High,Low,Low,180,Box,Corrugated Cardboard
PRD0398,Maggi Noodles 200 g,Food,200,187.81,713.11,Medium,Low,Medium,7,Pouch,LDPE Plastic
PRD0399,Dolo Tablet Pack 500 g,Healthcare,500,496.43,1580.49,Medium,High,Low,1825,Bottle,HDPE Plastic
PRD0400,Amul Cheese 500 g,Dairy,500,544.84,1597.51,Medium,High,Medium,180,Pouch,HDPE Plastic
PRD0401,Sugar Lipstick 100 g,Cosmetics,100,117.56,216.63,High,Low,Low,1825,Tube,HDPE Plastic
PRD0402,Lizol Floor Cleaner 30 g,Home Care,30,28.61,113.11,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0403,Dolo Syrup 2000 g,Healthcare,2000,2222.98,7007.63,Medium,High,Low,180,Bottle,HDPE Plastic
PRD0404,Lay's Chips 100 g,Food,100,96.92,315.6,Medium,Low,Medium,240,Pouch,LDPE Plastic
PRD0405,Haldiram Namkeen 2000 g,Food,2000,1990.81,6949.83,Medium,Low,Medium,7,Pouch,LDPE Plastic
PRD0406,Head & Shoulders Handwash 100 g,Personal Care,100,104.16,324.8,Medium,Low,Low,365,Bottle,HDPE Plastic
PRD0407,Benadryl Cough Syrup 2000 g,Healthcare,2000,1808.8,8674.46,Medium,High,Low,30,Bottle,HDPE Plastic
PRD0408,Britannia Cheese 30 g,Dairy,30,33.65,86.53,Medium,High,Medium,180,Pouch,HDPE Plastic
PRD0409,Maaza Mango Drink 500 g,Beverages,500,579.19,1192.49,Medium,Low,Low,365,Bottle,PET Plastic
PRD0410,Britannia Curd 60 g,Dairy,60,78.33,61.32,Medium,High,Medium,720,Pouch,HDPE Plastic
PRD0411,Lakme Compact 500 g,Cosmetics,500,570.18,1597.61,High,Low,Low,180,Tube,HDPE Plastic
PRD0412,Sugar Face Cream 200 g,Cosmetics,200,247.87,491.04,High,Low,Low,7,Tube,HDPE Plastic
PRD0413,Milky Mist Buttermilk 1000 g,Dairy,1000,1080,1688.88,Medium,High,Medium,240,Pouch,HDPE Plastic
PRD0414,Benadryl Cough Syrup 200 g,Healthcare,200,198.05,818.6,Medium,High,Low,365,Bottle,HDPE Plastic
PRD0415,Lay's Chips 60 g,Food,60,59.63,196.79,Medium,Low,Medium,720,Pouch,LDPE Plastic
PRD0416,Mi Laptop 200 g,Electronics,200,234.12,675.58,High,Low,Low,720,Box,Corrugated Cardboard
PRD0417,Nestlé Namkeen 2000 g,Food,2000,1934.28,5323.17,Medium,Low,Medium,365,Pouch,LDPE Plastic
PRD0418,Haldiram Namkeen 1000 g,Food,1000,1172.15,4381.45,Medium,Low,Medium,30,Pouch,LDPE Plastic
PRD0419,Mi Smartphone 500 g,Electronics,500,644.04,506.48,High,Low,Low,30,Box,Corrugated Cardboard
PRD0420,Pears Soap 30 g,Personal Care,30,37.53,130.07,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0421,Lizol Floor Cleaner 1000 g,Home Care,1000,1354.27,1124.51,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0422,Coca-Cola Soft Drink 500 g,Beverages,500,492,1779.05,Medium,Low,Low,180,Bottle,PET Plastic
PRD0423,Pears Soap 200 g,Personal Care,200,217.3,705.56,Medium,Low,Low,180,Bottle,HDPE Plastic
PRD0424,Mi Laptop 60 g,Electronics,60,64.67,120.67,High,Low,Low,365,Box,Corrugated Cardboard
PRD0425,Haldiram Bhujia 200 g,Food,200,205.46,302.93,Medium,Low,Medium,240,Pouch,LDPE Plastic
PRD0426,Head & Shoulders Handwash 60 g,Personal Care,60,77.74,156.35,Medium,Low,Low,7,Bottle,HDPE Plastic
PRD0427,Lizol Floor Cleaner 400 g,Home Care,400,534.75,1310.96,Medium,Low,Low,1825,Bottle,HDPE Plastic
PRD0428,Milky Mist Buttermilk 400 g,Dairy,400,549.75,340.43,Medium,High,Medium,180,Pouch,HDPE Plastic
PRD0429,Britannia Curd 2000 g,Dairy,2000,2673.06,7523.36,Medium,High,Medium,7,Pouch,HDPE Plastic
PRD0430,Lay's Chips 2000 g,Food,2000,2767.53,6727.6,Medium,Low,Medium,240,Pouch,LDPE Plastic
PRD0431,Dolo Syrup 500 g,Healthcare,500,532.32,800.18,Medium,High,Low,30,Bottle,HDPE Plastic
PRD0432,Dabur Shampoo 500 g,Personal Care,500,631.81,1013.03,Medium,Low,Low,240,Bottle,HDPE Plastic
PRD0433,Benadryl Cough Syrup 30 g,Healthcare,30,32.03,77.66,Medium,High,Low,30,Bottle,HDPE Plastic
PRD0434,Dabur Face Wash 30 g,Personal Care,30,36.46,104.69,Medium,Low,Low,30,Bottle,HDPE Plastic
PRD0435,Vim Dishwash Liquid 60 g,Home Care,60,69,106.18,Medium,Low,Low,365,Bottle,HDPE Plastic
PRD0436,Milky Mist Buttermilk 60 g,Dairy,60,80.17,219.89,Medium,High,Medium,720,Pouch,HDPE Plastic
PRD0437,Maggi Noodles 200 g,Food,200,267.28,854.6,Medium,Low,Medium,720,Pouch,LDPE Plastic
PRD0438,Maggi Noodles 500 g,Food,500,577.23,1575.14,Medium,Low,Medium,180,Pouch,LDPE Plastic
PRD0439,Benadryl Cough Syrup 500 g,Healthcare,500,617.94,2034.78,Medium,High,Low,1825,Bottle,HDPE Plastic
PRD0440,HP Laptop 200 g,Electronics,200,260.92,897.51,High,Low,Low,30,Box,Corrugated Cardboard
PRD0441,Amul Milk 2000 g,Dairy,2000,2204.98,4530.95,Medium,High,Medium,1825,Pouch,HDPE Plastic
PRD0442,Lizol Floor Cleaner 100 g,Home Care,100,105.07,194.14,Medium,Low,Low,720,Bottle,HDPE Plastic
PRD0443,Sugar Face Cream 60 g,Cosmetics,60,71.55,115.54,High,Low,Low,180,Tube,HDPE Plastic
PRD0444,Samsung Mobile Phone 60 g,Electronics,60,79.16,118.88,High,Low,Low,30,Box,Corrugated Cardboard
PRD0445,Vim Dishwash Liquid 100 g,Home Care,100,121.32,167.65,Medium,Low,Low,7,Bottle,HDPE Plastic
PRD0446,Tropicana Juice 2000 g,Beverages,2000,2000.35,6061.48,Medium,Low,Low,1825,Bottle,PET Plastic
PRD0447,Lay's Chips 30 g,Food,30,41.45,90.71,Medium,Low,Medium,7,Pouch,LDPE Plastic
