"product_name","sector","main_packaging_material","material_name","material_suitability_score"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pla Bioplastic (Films, Rigid)","13.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Cellulose / Seaweed Bio-Films","13.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pcr Pet (Bottles, Trays)","-3.4"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pcr Hdpe/Ldpe","-3.9"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Glass (Bottles, Jars, Vials)","-0.4"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Aluminium Cans / Tins","-0.5"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Bamboo (Components, Shells)","15.6"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Cork, Wood, Wood-Composites","17.6"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Cotton/Jute Textile Bags","20.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Hemp Fiber Molded Packaging","17.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Sugarcane Bagasse Sheets","17.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Rice Husk Composites","14.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Recycled Steel Tins","-1.0"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pcr Pp (Polypropylene) Trays","-5.0"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Beeswax-Coated Paper","14.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Seaweed-Based Rigid Trays","13.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Newspaper Honeycomb Inserts","19.6"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Algae-Based Plastics","12.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Cellophane Films","16.3"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Cornstarch-Based Bioplastic Trays","16.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Coconut Coir Padding","16.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Palm Leaf Trays","14.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Banana Fiber Composites","15.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Cassava Starch Foams","14.9"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Beet Pulp Molded Pulp","17.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Carrot Pulp Trays","14.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Tapioca-Based Films","16.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Corn Cob Fillers","16.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Peanut Shell Composites","14.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Sorghum Stalk Padding","15.9"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Flax Fiber Bags","17.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Sisal Fiber Wraps","16.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Abaca (Manila Hemp) Sheets","17.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Kapok Fiber Cushions","13.9"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pineapple Leaf Fibers (Piña)","15.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Coffee Husk Composites","14.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Olive Stone Fillers","16.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Date Palm Composites","17.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Avocado Seed Bioplastics","12.9"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Mushroom Root (Mycelium Variants)","13.3"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Agar-Agar Films (Seaweed Binder)","13.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Wheat Bran Sheets","18.3"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Barley Straw Pulp","19.0"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Maize Cob Composites","16.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Potato Starch Foams","15.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Sugarcane Pulp Trays","17.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Apple Pomace Films","14.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Bamboo Leaf Sheets","15.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Reed Fiber Padding","16.6"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Esparto Grass Composites","15.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Typha (Cattail) Fiber","15.3"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Kenaf Fiber Molded","17.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Ramie Fiber Bags","16.5"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Coir Pith Blocks","16.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Areca Palm Leaf Plates","14.3"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Sal Leaf Plates","15.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Sago Palm Starch Films","15.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Jackfruit Seed Bioplastics","13.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Durian Rind Composites","15.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Mango Seed Coatings","15.0"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Papaya Leaf Fibers","15.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Guava Pomace Fillers","16.3"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Lentil Hull Composites","16.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Chickpea Straw Pulp","17.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Soybean Hull Sheets","16.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Alginate Films (Brown Algae)","13.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Carrageenan Wraps (Red Algae)","13.4"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Fucoidan-Based Trays","13.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pectin Films (Fruit-Derived)","13.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Bacterial Cellulose Sheets","14.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pullulan Films (Fungal)","13.4"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Xanthan Gum Coatings","13.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Guar Gum Composites","14.5"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Orange Peel Composites","14.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Lemon Peel Films","13.9"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pomegranate Rind Trays","15.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Grape Pomace Fillers","15.6"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Tomato Skin Sheets","14.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Onion Peel Composites","15.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Garlic Husk Padding","15.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Eggshell Calcium Composites","17.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Crab Shell Chitin Films","13.6"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Shrimp Shell Chitosan Trays","14.0"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Fish Scale Bioplastics","12.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Feather Keratin Foams","12.4"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Wool Fiber Padding","18.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Silk Cocoons Composites","13.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Casein (Milk Protein) Films","13.9"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Gelatin-Based Wraps","14.3"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Collagen Sheets","14.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Lignin Foams (Wood Extract)","12.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Hemicellulose Films","13.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Glucomannan Noodles/Padding","14.4"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Locust Bean Gum Trays","14.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Konjac Glucomannan Films","14.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Fungal Keratinase Composites","13.3"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Bacterial Nanocellulose Foams","14.1"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Pha From Bacteria (Films)","15.2"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Phb Bottles/Trays","15.6"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Polyhydroxybutyrate Composites","15.8"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Spider Silk-Inspired Synthetics","13.9"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Nettle Fiber Bags","16.7"
"Cushion packaging","Furniture","Compostable bag + tissue wrapping","Willow Bark Composites","16.6"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Recycled Cardboard / Paperboard","20.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Molded Pulp (Recycled Paper Fiber)","19.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Kraft Paper Wraps, Paper Padding","20.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Starch-Based Foams/Peanuts","15.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Mycelium-Based Molded Packaging","13.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pla Bioplastic (Films, Rigid)","13.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Cellulose / Seaweed Bio-Films","13.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pcr Pet (Bottles, Trays)","-3.4"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pcr Hdpe/Ldpe","-3.9"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Glass (Bottles, Jars, Vials)","-0.4"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Aluminium Cans / Tins","-0.5"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Bamboo (Components, Shells)","15.6"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Cork, Wood, Wood-Composites","17.6"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Cotton/Jute Textile Bags","20.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Hemp Fiber Molded Packaging","17.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Sugarcane Bagasse Sheets","17.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Rice Husk Composites","14.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Recycled Steel Tins","-1.0"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pcr Pp (Polypropylene) Trays","-5.0"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Beeswax-Coated Paper","14.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Seaweed-Based Rigid Trays","13.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Newspaper Honeycomb Inserts","19.6"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Algae-Based Plastics","12.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Cellophane Films","16.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Cornstarch-Based Bioplastic Trays","16.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Coconut Coir Padding","16.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Palm Leaf Trays","14.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Banana Fiber Composites","15.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Cassava Starch Foams","14.9"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Beet Pulp Molded Pulp","17.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Carrot Pulp Trays","14.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Tapioca-Based Films","16.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Corn Cob Fillers","16.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Peanut Shell Composites","14.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Sorghum Stalk Padding","15.9"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Flax Fiber Bags","17.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Sisal Fiber Wraps","16.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Abaca (Manila Hemp) Sheets","17.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Kapok Fiber Cushions","13.9"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pineapple Leaf Fibers (Piña)","15.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Coffee Husk Composites","14.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Olive Stone Fillers","16.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Date Palm Composites","17.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Avocado Seed Bioplastics","12.9"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Mushroom Root (Mycelium Variants)","13.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Agar-Agar Films (Seaweed Binder)","13.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Wheat Bran Sheets","18.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Barley Straw Pulp","19.0"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Maize Cob Composites","16.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Potato Starch Foams","15.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Sugarcane Pulp Trays","17.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Apple Pomace Films","14.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Bamboo Leaf Sheets","15.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Reed Fiber Padding","16.6"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Esparto Grass Composites","15.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Typha (Cattail) Fiber","15.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Kenaf Fiber Molded","17.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Ramie Fiber Bags","16.5"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Coir Pith Blocks","16.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Areca Palm Leaf Plates","14.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Sal Leaf Plates","15.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Sago Palm Starch Films","15.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Jackfruit Seed Bioplastics","13.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Durian Rind Composites","15.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Mango Seed Coatings","15.0"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Papaya Leaf Fibers","15.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Guava Pomace Fillers","16.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Lentil Hull Composites","16.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Chickpea Straw Pulp","17.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Soybean Hull Sheets","16.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Alginate Films (Brown Algae)","13.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Carrageenan Wraps (Red Algae)","13.4"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Fucoidan-Based Trays","13.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pectin Films (Fruit-Derived)","13.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Bacterial Cellulose Sheets","14.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pullulan Films (Fungal)","13.4"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Xanthan Gum Coatings","13.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Guar Gum Composites","14.5"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Orange Peel Composites","14.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Lemon Peel Films","13.9"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pomegranate Rind Trays","15.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Grape Pomace Fillers","15.6"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Tomato Skin Sheets","14.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Onion Peel Composites","15.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Garlic Husk Padding","15.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Eggshell Calcium Composites","17.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Crab Shell Chitin Films","13.6"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Shrimp Shell Chitosan Trays","14.0"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Fish Scale Bioplastics","12.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Feather Keratin Foams","12.4"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Wool Fiber Padding","18.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Silk Cocoons Composites","13.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Casein (Milk Protein) Films","13.9"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Gelatin-Based Wraps","14.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Collagen Sheets","14.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Lignin Foams (Wood Extract)","12.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Hemicellulose Films","13.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Glucomannan Noodles/Padding","14.4"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Locust Bean Gum Trays","14.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Konjac Glucomannan Films","14.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Fungal Keratinase Composites","13.3"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Bacterial Nanocellulose Foams","14.1"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Pha From Bacteria (Films)","15.2"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Phb Bottles/Trays","15.6"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Polyhydroxybutyrate Composites","15.8"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Spider Silk-Inspired Synthetics","13.9"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Nettle Fiber Bags","16.7"
"Mattress roll wrap","Furniture","Recyclable PE film + paper sleeve","Willow Bark Composites","16.6"
"Lamp box","Furniture","Corrugated box + molded pulp","Recycled Cardboard / Paperboard","20.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Molded Pulp (Recycled Paper Fiber)","19.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Kraft Paper Wraps, Paper Padding","20.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Starch-Based Foams/Peanuts","15.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Mycelium-Based Molded Packaging","13.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Pla Bioplastic (Films, Rigid)","13.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Cellulose / Seaweed Bio-Films","13.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Pcr Pet (Bottles, Trays)","-3.4"
"Lamp box","Furniture","Corrugated box + molded pulp","Pcr Hdpe/Ldpe","-3.9"
"Lamp box","Furniture","Corrugated box + molded pulp","Glass (Bottles, Jars, Vials)","-0.4"
"Lamp box","Furniture","Corrugated box + molded pulp","Aluminium Cans / Tins","-0.5"
"Lamp box","Furniture","Corrugated box + molded pulp","Bamboo (Components, Shells)","15.6"
"Lamp box","Furniture","Corrugated box + molded pulp","Cork, Wood, Wood-Composites","17.6"
"Lamp box","Furniture","Corrugated box + molded pulp","Cotton/Jute Textile Bags","20.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Hemp Fiber Molded Packaging","17.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Sugarcane Bagasse Sheets","17.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Rice Husk Composites","14.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Recycled Steel Tins","-1.0"
"Lamp box","Furniture","Corrugated box + molded pulp","Pcr Pp (Polypropylene) Trays","-5.0"
"Lamp box","Furniture","Corrugated box + molded pulp","Beeswax-Coated Paper","14.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Seaweed-Based Rigid Trays","13.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Newspaper Honeycomb Inserts","19.6"
"Lamp box","Furniture","Corrugated box + molded pulp","Algae-Based Plastics","12.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Cellophane Films","16.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Cornstarch-Based Bioplastic Trays","16.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Coconut Coir Padding","16.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Palm Leaf Trays","14.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Banana Fiber Composites","15.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Cassava Starch Foams","14.9"
"Lamp box","Furniture","Corrugated box + molded pulp","Beet Pulp Molded Pulp","17.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Carrot Pulp Trays","14.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Tapioca-Based Films","16.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Corn Cob Fillers","16.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Peanut Shell Composites","14.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Sorghum Stalk Padding","15.9"
"Lamp box","Furniture","Corrugated box + molded pulp","Flax Fiber Bags","17.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Sisal Fiber Wraps","16.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Abaca (Manila Hemp) Sheets","17.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Kapok Fiber Cushions","13.9"
"Lamp box","Furniture","Corrugated box + molded pulp","Pineapple Leaf Fibers (Piña)","15.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Coffee Husk Composites","14.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Olive Stone Fillers","16.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Date Palm Composites","17.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Avocado Seed Bioplastics","12.9"
"Lamp box","Furniture","Corrugated box + molded pulp","Mushroom Root (Mycelium Variants)","13.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Agar-Agar Films (Seaweed Binder)","13.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Wheat Bran Sheets","18.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Barley Straw Pulp","19.0"
"Lamp box","Furniture","Corrugated box + molded pulp","Maize Cob Composites","16.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Potato Starch Foams","15.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Sugarcane Pulp Trays","17.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Apple Pomace Films","14.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Bamboo Leaf Sheets","15.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Reed Fiber Padding","16.6"
"Lamp box","Furniture","Corrugated box + molded pulp","Esparto Grass Composites","15.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Typha (Cattail) Fiber","15.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Kenaf Fiber Molded","17.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Ramie Fiber Bags","16.5"
"Lamp box","Furniture","Corrugated box + molded pulp","Coir Pith Blocks","16.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Areca Palm Leaf Plates","14.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Sal Leaf Plates","15.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Sago Palm Starch Films","15.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Jackfruit Seed Bioplastics","13.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Durian Rind Composites","15.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Mango Seed Coatings","15.0"
"Lamp box","Furniture","Corrugated box + molded pulp","Papaya Leaf Fibers","15.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Guava Pomace Fillers","16.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Lentil Hull Composites","16.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Chickpea Straw Pulp","17.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Soybean Hull Sheets","16.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Alginate Films (Brown Algae)","13.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Carrageenan Wraps (Red Algae)","13.4"
