Material_Type,Strength,Weight_Capacity,Product_Category,Fragility_Level,Shipping_Type,Recyclability_Percentage,Biodegradability_Score,CO2_Emission_Score,Cost_Per_Unit,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
aluminum alloy 713.0,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy 771.0,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 771.0,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy 771.0,248,4.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.777777777777779,1.6420183486238533
aluminum alloy 771.0,248,4.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.777777777777779,1.6420183486238533
aluminum alloy 771.0,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 771.0,331,6.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.38888888888889,2.030366972477064
aluminum alloy 852.0,165,3.3000000000000003,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.166666666666666,1.2536697247706423
aluminum alloy 1060-o,69,1.3800000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,3.8333333333333335,0.8044954128440367
aluminum alloy 1060-h12,83,1.6600000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,4.611111111111111,0.87
aluminum alloy 1060-h14,97,1.94,electronics,High,International,65.0,0.4,200.0,18.0,1.0,5.388888888888889,0.9355045871559633
aluminum alloy 1060-h16,110,2.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.111111111111111,0.9963302752293578
aluminum alloy 1060-h18,131,2.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,7.277777777777778,1.0945871559633027
aluminum alloy 1100-o,90,1.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,5.0,0.9027522935779817
aluminum alloy 1100-h12,110,2.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.111111111111111,0.9963302752293578
aluminum alloy 1100-h14,124,2.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.888888888888889,1.061834862385321
aluminum alloy 1100-h16,145,2.9,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.055555555555555,1.160091743119266
aluminum alloy 1100-h18,165,3.3000000000000003,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.166666666666666,1.2536697247706423
aluminum alloy 1350-o,83,1.6600000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,4.611111111111111,0.87
aluminum alloy 1350-h12,97,1.94,electronics,High,International,65.0,0.4,200.0,18.0,1.0,5.388888888888889,0.9355045871559633
aluminum alloy 1350-h14,110,2.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.111111111111111,0.9963302752293578
aluminum alloy 1350-h16,124,2.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.888888888888889,1.061834862385321
aluminum alloy 1350-h19,186,3.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.333333333333334,1.3519266055045873
aluminum alloy 2011-t3,379,7.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.055555555555557,2.254954128440367
aluminum alloy 2011-t8,407,8.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.61111111111111,2.3859633027522937
aluminum alloy 2014-o,186,3.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.333333333333334,1.3519266055045873
aluminum alloy 2014-t4,427,8.540000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.72222222222222,2.4795412844036697
aluminum alloy 2014-t451,427,8.540000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.72222222222222,2.4795412844036697
aluminum alloy 2014-t6,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
aluminum alloy 2014-t651,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
aluminum alloy alclad 2014-o,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
aluminum alloy alclad 2014-t3,434,8.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.11111111111111,2.5122935779816515
aluminum alloy alclad 2014-t4,421,8.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.38888888888889,2.4514678899082574
aluminum alloy alclad 2014-t451,421,8.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.38888888888889,2.4514678899082574
aluminum alloy alclad 2014-t6,469,9.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.055555555555557,2.6760550458715597
aluminum alloy alclad 2014-t651,469,9.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.055555555555557,2.6760550458715597
aluminum alloy 2017-o,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy 2017-t4,427,8.540000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.72222222222222,2.4795412844036697
aluminum alloy 2017-t451,427,8.540000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.72222222222222,2.4795412844036697
aluminum alloy 2018-t61,421,8.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.38888888888889,2.4514678899082574
aluminum alloy 2024-o,186,3.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.333333333333334,1.3519266055045873
aluminum alloy 2024-t3,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
aluminum alloy 2024-t351,469,9.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.055555555555557,2.6760550458715597
aluminum alloy 2024-t4,469,9.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.055555555555557,2.6760550458715597
aluminum alloy 2024-t361,496,9.92,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.555555555555557,2.802385321100918
aluminum alloy alclad 2024-o,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy alclad 2024-t3,448,8.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.88888888888889,2.5777981651376147
aluminum alloy alclad 2024-t351,441,8.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.5,2.545045871559633
aluminum alloy alclad 2024-t4,441,8.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.5,2.545045871559633
aluminum alloy alclad 202024-t361,462,9.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.666666666666668,2.643302752293578
aluminum alloy alclad 2024-t81,448,8.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.88888888888889,2.5777981651376147
aluminum alloy alclad 2024-t851,448,8.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.88888888888889,2.5777981651376147
aluminum alloy alclad 2024-t861,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
aluminum alloy 2025-t6,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
aluminum alloy 2036-t4,338,6.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.77777777777778,2.063119266055046
aluminum alloy 2117-t4,296,5.92,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.444444444444443,1.8666055045871561
aluminum alloy 2218-t72,331,6.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.38888888888889,2.030366972477064
aluminum alloy 2219-o,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
aluminum alloy 2219-t42,359,7.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.944444444444443,2.161376146788991
aluminum alloy 2219-t31,359,7.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.944444444444443,2.161376146788991
aluminum alloy 2219-t351,359,7.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.944444444444443,2.161376146788991
aluminum alloy 2219-t37,393,7.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.833333333333332,2.3204587155963305
aluminum alloy 2219-t62,414,8.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.0,2.418715596330275
aluminum alloy 2219-t81,455,9.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.27777777777778,2.6105504587155965
aluminum alloy 2219-t851,455,9.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.27777777777778,2.6105504587155965
aluminum alloy 2219-t87,476,9.52,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.444444444444443,2.708807339449541
aluminum alloy 3003-o,110,2.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.111111111111111,0.9963302752293578
aluminum alloy 3003-h12,131,2.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,7.277777777777778,1.0945871559633027
aluminum alloy 3003-h14,152,3.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.444444444444445,1.1928440366972475
aluminum alloy 3003-h16,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy 3003-h18,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
aluminum alloy alclad 3003-o,110,2.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.111111111111111,0.9963302752293578
aluminum alloy alclad 3003-h12,131,2.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,7.277777777777778,1.0945871559633027
aluminum alloy alclad 3003-h14,152,3.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.444444444444445,1.1928440366972475
aluminum alloy alclad 3003-h16,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy alclad 3003-h18,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
aluminum alloy 3004-o,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy 3004-h32,214,4.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.88888888888889,1.4829357798165137
aluminum alloy 3004-h34,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 3004-h36,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
aluminum alloy 3004-h38,283,5.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.722222222222221,1.8057798165137615
aluminum alloy alclad 3004-o,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy alclad 3004-h32,214,4.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.88888888888889,1.4829357798165137
aluminum alloy alclad 3004-h34,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy alclad 3004-h36,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
aluminum alloy alclad 3004-h38,283,5.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.722222222222221,1.8057798165137615
aluminum alloy 3105-o,117,2.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.5,1.0290825688073395
aluminum alloy 3105-h12,152,3.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.444444444444445,1.1928440366972475
aluminum alloy 3105-h14,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
aluminum alloy 3105-h16,193,3.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.722222222222221,1.384678899082569
aluminum alloy 3105-h18,214,4.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.88888888888889,1.4829357798165137
aluminum alloy 3105-h25,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy 4032-t6,379,7.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.055555555555557,2.254954128440367
aluminum alloy 5005-o,124,2.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.888888888888889,1.061834862385321
aluminum alloy 5005-h12,138,2.7600000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,7.666666666666667,1.1273394495412843
aluminum alloy 5005-h14,159,3.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.833333333333334,1.2255963302752293
aluminum alloy 5005-h16,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy 5005-h18,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
aluminum alloy 5005-h32,138,2.7600000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,7.666666666666667,1.1273394495412843
aluminum alloy 5005-h34,159,3.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.833333333333334,1.2255963302752293
aluminum alloy 5005-h36,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy 5005-h38,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
aluminum alloy 5050-o,145,2.9,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.055555555555555,1.160091743119266
aluminum alloy 5050-h32,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
aluminum alloy 5050-h34,193,3.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.722222222222221,1.384678899082569
aluminum alloy 5050-h36,207,4.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.5,1.450183486238532
aluminum alloy 5050-h38,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy 5052-o,193,3.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.722222222222221,1.384678899082569
aluminum alloy 5052-h32,228,4.5600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.666666666666666,1.5484403669724771
aluminum alloy 5052-h34,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
aluminum alloy 5052-h36,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
aluminum alloy 5052-h38,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 5056-o,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 5056-h18,434,8.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.11111111111111,2.5122935779816515
aluminum alloy 5056-h38,414,8.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.0,2.418715596330275
aluminum alloy 5083-o,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 5083-h116,317,6.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.61111111111111,1.964862385321101
aluminum alloy 5083-h321,317,6.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.61111111111111,1.964862385321101
aluminum alloy 5086-o,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
aluminum alloy 5086-h32,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 5086-h34,324,6.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.0,1.9976146788990827
aluminum alloy 5086-h112,269,5.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.944444444444445,1.740275229357798
aluminum alloy 5086-h116,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 5154-o,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 5154-h32,269,5.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.944444444444445,1.740275229357798
aluminum alloy 5154-h34,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 5154-h36,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum alloy 5154-h38,331,6.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.38888888888889,2.030366972477064
aluminum alloy 5154-h112,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 5252-h25,234,4.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.0,1.57651376146789
aluminum alloy 5252-h28,283,5.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.722222222222221,1.8057798165137615
aluminum alloy 5252-h38,283,5.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.722222222222221,1.8057798165137615
aluminum alloy 5254-o,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 5254-h32,269,5.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.944444444444445,1.740275229357798
aluminum alloy 5254-h34,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 5254-h36,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum alloy 5254-h38,331,6.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.38888888888889,2.030366972477064
aluminum alloy 5254-h112,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 5454-o,248,4.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.777777777777779,1.6420183486238533
aluminum alloy 5454-h32,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
aluminum alloy 5454-h34,303,6.0600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.833333333333332,1.8993577981651377
aluminum alloy 5454-h111,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
aluminum alloy 5454-h112,248,4.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.777777777777779,1.6420183486238533
aluminum alloy 5456-o,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum alloy 5456-h112,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum alloy 5456-h116,352,7.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.555555555555557,2.128623853211009
aluminum alloy 5456-h321,352,7.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.555555555555557,2.128623853211009
aluminum alloy 5457-o,131,2.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,7.277777777777778,1.0945871559633027
aluminum alloy 5457-h25,179,3.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.944444444444445,1.3191743119266057
aluminum alloy 5457-h28,207,4.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.5,1.450183486238532
aluminum alloy 5457-h38,207,4.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.5,1.450183486238532
aluminum alloy 5652-o,193,3.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.722222222222221,1.384678899082569
aluminum alloy 5652-h32,228,4.5600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.666666666666666,1.5484403669724771
aluminum alloy 5652-h34,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
aluminum alloy 5652-h36,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
aluminum alloy 5652-h38,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 5657-h25,159,3.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.833333333333334,1.2255963302752293
aluminum alloy 5657-h28,193,3.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.722222222222221,1.384678899082569
aluminum alloy 5657-h38,193,3.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.722222222222221,1.384678899082569
aluminum alloy 6061-o,124,2.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.888888888888889,1.061834862385321
aluminum alloy 6061-t4,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 6061-t451,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 6061-t6,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum alloy 6061-t651,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum alloy alclad 6061-o,117,2.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.5,1.0290825688073395
aluminum alloy alclad 6061-t4,228,4.5600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.666666666666666,1.5484403669724771
aluminum alloy alclad 6061-t451,228,4.5600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.666666666666666,1.5484403669724771
aluminum alloy alclad 6061-t6,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy alclad 6061-t651,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 6063-o,90,1.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,5.0,0.9027522935779817
aluminum alloy 6063-t1,152,3.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.444444444444445,1.1928440366972475
aluminum alloy 6063-t4,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
aluminum alloy 6063-t5,186,3.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.333333333333334,1.3519266055045873
aluminum alloy 6063-t6,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 6063-t83,255,5.1000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.166666666666666,1.674770642201835
aluminum alloy 6063-t831,207,4.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.5,1.450183486238532
aluminum alloy 6063-t832,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 6066-o,152,3.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.444444444444445,1.1928440366972475
aluminum alloy 6066-t4,359,7.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.944444444444443,2.161376146788991
aluminum alloy 6066-t451,359,7.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.944444444444443,2.161376146788991
aluminum alloy 6066-t6,393,7.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.833333333333332,2.3204587155963305
aluminum alloy 6066-t651,393,7.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.833333333333332,2.3204587155963305
aluminum alloy 6070-t6,379,7.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.055555555555557,2.254954128440367
aluminum alloy 6101-h111,97,1.94,electronics,High,International,65.0,0.4,200.0,18.0,1.0,5.388888888888889,0.9355045871559633
aluminum alloy 6101-t6,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy 6262-t9,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
aluminum alloy 6351-t4,248,4.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.777777777777779,1.6420183486238533
aluminum alloy 6351-t6,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum alloy 6463-t1,152,3.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.444444444444445,1.1928440366972475
aluminum alloy 6463-t5,186,3.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.333333333333334,1.3519266055045873
aluminum alloy 6463-t6,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 7049-t73,517,10.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.72222222222222,2.9006422018348625
aluminum alloy 7049-t7352,517,10.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.72222222222222,2.9006422018348625
aluminum alloy 7050-t73510,496,9.92,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.555555555555557,2.802385321100918
aluminum alloy 7050-t7451f,524,10.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,29.11111111111111,2.933394495412844
aluminum alloy 7050-t7651,552,11.040000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.666666666666668,3.0644036697247703
aluminum alloy 7075-o,228,4.5600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.666666666666666,1.5484403669724771
aluminum alloy 7075-t6,572,11.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.77777777777778,3.157981651376147
aluminum alloy 7075-t651,572,11.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.77777777777778,3.157981651376147
aluminum alloy alclad 7075-o,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy alclad 7075-t6,524,10.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,29.11111111111111,2.933394495412844
aluminum alloy alclad 7075-t651,524,10.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,29.11111111111111,2.933394495412844
aluminum alloy 7178-o,228,4.5600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.666666666666666,1.5484403669724771
aluminum alloy 7178-t6,607,12.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.72222222222222,3.321743119266055
aluminum alloy 7178-t651,607,12.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.72222222222222,3.321743119266055
aluminum alloy 7178-t76,572,11.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.77777777777778,3.157981651376147
aluminum alloy 7178-t7651,572,11.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.77777777777778,3.157981651376147
aluminum alloy alclad 7178-o,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy alclad 7178-t6,558,11.16,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.0,3.0924770642201835
aluminum alloy alclad 7178-t651,558,11.16,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.0,3.0924770642201835
aluminum alloy 8176-h24,117,2.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.5,1.0290825688073395
magnesium alloy am100a-t61,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
magnesium alloy az63a-t6,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
