product_id,product_name,product_category_x,product_weight_kg,fragility_level,required_strength_score,preferred_biodegradability_score,max_packaging_cost_inr,temperature_sensitive,material_id,material_name,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_kg,recyclability_percent,cost_per_unit_inr,product_category_y,used_for_products,target_cost_inr,target_co2_kg
P006,LED Television,Electronics,9.5,High,9,6,420,No,M046,PLA-coated paperboard,6,6,8,2.4,75,88,Food,Cups,183.0,7.15
P006,LED Television,Electronics,9.5,High,9,6,420,No,M047,PHA-coated paperboard,6,6,9,2.2,78,92,Food,Takeaway boxes,187.0,6.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M048,Bio-based barrier film,4,3,8,2.6,58,120,Food,Sealed packs,215.0,7.35
P006,LED Television,Electronics,9.5,High,9,6,420,No,M049,Compostable shrink wrap,4,3,7,2.9,55,110,Retail,Wrapping,205.0,7.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M050,Bio-resin composite,7,8,8,2.7,65,130,Industrial,Protective shells,225.0,7.45
P006,LED Television,Electronics,9.5,High,9,6,420,No,M051,PET plastic,7,6,2,3.8,85,70,Beverage,Bottles,165.0,8.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M052,Recycled PET (rPET),7,6,3,2.9,90,78,Beverage,Bottles,173.0,7.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M053,HDPE plastic,8,9,2,3.4,88,82,Pharma,Containers,177.0,8.15
P006,LED Television,Electronics,9.5,High,9,6,420,No,M054,Recycled HDPE,8,9,3,2.8,90,85,Pharma,Containers,180.0,7.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M055,LDPE plastic,6,5,1,3.6,70,65,Retail,Bags,160.0,8.35
P006,LED Television,Electronics,9.5,High,9,6,420,No,M056,Recycled LDPE,6,5,2,3.0,75,70,Retail,Bags,165.0,7.75
P006,LED Television,Electronics,9.5,High,9,6,420,No,M057,PP plastic,7,7,2,3.2,80,78,Food,Food tubs,173.0,7.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M058,Recycled PP,7,7,3,2.7,85,82,Food,Containers,177.0,7.45
P006,LED Television,Electronics,9.5,High,9,6,420,No,M059,PS plastic,6,6,1,4.1,60,72,Food,Cups,167.0,8.85
P006,LED Television,Electronics,9.5,High,9,6,420,No,M060,EPS foam,8,10,1,4.9,35,90,Electronics,Cushioning,185.0,9.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M061,EPP foam,8,12,1,4.2,45,115,Automotive,Parts,210.0,8.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M062,PVC plastic,7,8,1,4.5,55,85,Industrial,Pipes,180.0,9.25
P006,LED Television,Electronics,9.5,High,9,6,420,No,M063,Bio-PET,7,6,3,3.1,85,88,Beverage,Bottles,183.0,7.85
P006,LED Television,Electronics,9.5,High,9,6,420,No,M064,Oxo-degradable plastic,6,5,2,4.0,50,75,Retail,Bags,170.0,8.75
P006,LED Television,Electronics,9.5,High,9,6,420,No,M065,Multilayer plastic film,6,5,1,4.8,40,90,Food,Snack packs,185.0,9.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M066,PE stretch film,6,6,1,3.9,60,80,Logistics,Wrapping,175.0,8.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M067,Blown PE film,6,6,1,3.7,65,78,Retail,Wraps,173.0,8.45
P006,LED Television,Electronics,9.5,High,9,6,420,No,M068,Injection molded PP,8,9,2,3.3,80,95,Industrial,Crates,190.0,8.05
P006,LED Television,Electronics,9.5,High,9,6,420,No,M069,Thermoformed PET,7,6,2,3.6,85,88,Food,Trays,183.0,8.35
P006,LED Television,Electronics,9.5,High,9,6,420,No,M070,PE foam,7,8,1,4.0,55,100,Electronics,Cushioning,195.0,8.75
P006,LED Television,Electronics,9.5,High,9,6,420,No,M071,EVOH barrier film,6,5,1,4.2,50,120,Food,Vacuum packs,215.0,8.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M072,Nylon (PA) film,7,7,1,4.6,60,110,Food,Sealed packs,205.0,9.35
P006,LED Television,Electronics,9.5,High,9,6,420,No,M073,Polycarbonate,9,15,1,5.2,75,180,Industrial,Protective cases,275.0,9.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M074,ABS plastic,8,12,1,4.8,70,160,Industrial,Housings,255.0,9.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M075,Acetal (POM),8,10,1,4.4,65,155,Industrial,Precision parts,250.0,9.15
P006,LED Television,Electronics,9.5,High,9,6,420,No,M076,Soda-lime glass,9,20,1,5.2,100,140,Cosmetics,Bottles,235.0,9.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M077,Flint glass,9,18,1,5.0,100,150,Food,Jars,245.0,9.75
P006,LED Television,Electronics,9.5,High,9,6,420,No,M078,Amber glass,9,18,1,5.1,100,145,Pharma,Medicine bottles,240.0,9.85
P006,LED Television,Electronics,9.5,High,9,6,420,No,M079,Borosilicate glass,9,22,1,5.8,100,165,Pharma,Lab containers,260.0,10.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M080,Tempered glass,10,25,1,6.0,100,180,Electronics,Protective panels,275.0,10.75
P006,LED Television,Electronics,9.5,High,9,6,420,No,M081,Aluminum can alloy,9,12,2,4.8,95,120,Beverage,Cans,215.0,9.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M082,Aluminum foil,6,5,2,4.5,95,90,Food,Wrapping,185.0,9.25
P006,LED Television,Electronics,9.5,High,9,6,420,No,M083,Recycled aluminum,9,12,2,3.5,98,110,Beverage,Cans,205.0,8.25
P006,LED Television,Electronics,9.5,High,9,6,420,No,M084,Tinplate steel,10,25,1,6.2,92,160,Food,Cans,255.0,10.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M085,Chromium coated steel,10,28,1,6.5,90,170,Food,Containers,265.0,11.25
P006,LED Television,Electronics,9.5,High,9,6,420,No,M086,Stainless steel 304,10,30,1,6.8,85,220,Industrial,Drums,315.0,11.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M087,Stainless steel 316,10,32,1,7.0,85,240,Medical,Containers,335.0,11.75
P006,LED Television,Electronics,9.5,High,9,6,420,No,M088,Galvanized steel,10,35,1,6.6,88,200,Industrial,Crates,295.0,11.35
P006,LED Television,Electronics,9.5,High,9,6,420,No,M089,Cold rolled steel,10,40,1,7.2,85,210,Industrial,Heavy crates,305.0,11.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M090,Recycled steel,10,38,1,5.5,92,190,Industrial,Containers,285.0,10.25
P006,LED Television,Electronics,9.5,High,9,6,420,No,M091,Copper packaging foil,8,10,1,5.9,90,230,Food,Special wraps,325.0,10.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M092,Brass containers,9,18,1,6.4,88,260,Decor,Gift boxes,355.0,11.15
P006,LED Television,Electronics,9.5,High,9,6,420,No,M093,Lightweight aluminum sheet,8,10,2,4.2,95,115,Electronics,Casings,210.0,8.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M094,Heavy gauge aluminum,9,20,2,5.1,95,140,Industrial,Panels,235.0,9.85
P006,LED Television,Electronics,9.5,High,9,6,420,No,M095,Metalized paper,6,6,5,3.5,70,85,Food,Snack packs,180.0,8.25
P006,LED Television,Electronics,9.5,High,9,6,420,No,M096,Aluminum composite panel,9,25,1,6.3,80,210,Construction,Panels,305.0,11.05
P006,LED Television,Electronics,9.5,High,9,6,420,No,M097,Steel drums,10,50,1,7.5,85,300,Chemical,Barrels,395.0,12.25
P006,LED Television,Electronics,9.5,High,9,6,420,No,M098,Metal closures,8,5,1,4.9,90,60,Beverage,Bottle caps,155.0,9.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M099,Aerosol aluminum cans,9,12,2,5.0,95,130,Cosmetics,Spray cans,225.0,9.75
P006,LED Television,Electronics,9.5,High,9,6,420,No,M100,Food-grade steel cans,10,30,1,6.6,92,175,Food,Canned goods,270.0,11.35
P006,LED Television,Electronics,9.5,High,9,6,420,No,M101,Medical-grade Tyvek,6,5,2,3.8,85,140,Pharma,Sterile pouches,235.0,8.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M102,Blister aluminum foil,7,4,1,4.6,95,120,Pharma,Tablet blisters,215.0,9.35
P006,LED Television,Electronics,9.5,High,9,6,420,No,M103,PVC/PVDC blister film,6,4,1,4.9,60,110,Pharma,Medicine packs,205.0,9.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M104,Sterile paper pouches,5,4,7,2.1,75,95,Medical,Surgical tools,190.0,6.85
P006,LED Television,Electronics,9.5,High,9,6,420,No,M105,HDPE medical bottles,8,8,2,3.3,88,90,Pharma,Liquid medicine bottles,185.0,8.05
P006,LED Television,Electronics,9.5,High,9,6,420,No,M106,Vacuum insulated panels,9,20,1,6.9,50,260,Cold Chain,Thermal containers,355.0,11.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M107,Gel-based cold packs,6,6,1,4.8,40,180,Cold Chain,Vaccine shipping,275.0,9.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M108,Reflective thermal liners,5,5,3,3.9,60,120,Cold Chain,Food delivery bags,215.0,8.65
P006,LED Television,Electronics,9.5,High,9,6,420,No,M109,Insulated paper liners,6,7,8,2.0,75,95,Cold Chain,Fresh food boxes,190.0,6.75
P006,LED Television,Electronics,9.5,High,9,6,420,No,M110,Recyclable EPS alternative foam,7,9,6,3.2,70,130,Cold Chain,Insulated packaging,225.0,7.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M111,Paper bubble wrap,6,6,9,1.6,85,85,E-commerce,Protective wrapping,180.0,6.35
P006,LED Television,Electronics,9.5,High,9,6,420,No,M112,Corrugated mailers,7,10,9,1.8,90,75,E-commerce,Book shipping,170.0,6.55
P006,LED Television,Electronics,9.5,High,9,6,420,No,M113,Rigid paper mailer envelopes,6,7,9,1.7,88,70,E-commerce,Document shipping,165.0,6.45
P006,LED Television,Electronics,9.5,High,9,6,420,No,M114,Tamper-evident paper seals,4,2,9,1.2,80,40,E-commerce,Secure packaging,135.0,5.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M115,Inflatable paper air pillows,5,4,9,1.4,78,60,E-commerce,Void fill,155.0,6.15
P006,LED Television,Electronics,9.5,High,9,6,420,No,M116,Grease-resistant molded fiber,6,6,9,1.5,80,70,Food,Burger boxes,165.0,6.25
P006,LED Television,Electronics,9.5,High,9,6,420,No,M117,Barrier-coated paper trays,6,6,8,2.3,72,85,Food,Meal trays,180.0,7.05
P006,LED Television,Electronics,9.5,High,9,6,420,No,M118,Compostable takeaway clamshells,5,5,10,1.2,75,90,Food,Takeaway meals,185.0,5.95
P006,LED Television,Electronics,9.5,High,9,6,420,No,M119,Modified atmosphere packaging film,6,5,2,4.4,55,140,Food,Fresh produce,235.0,9.15
P006,LED Television,Electronics,9.5,High,9,6,420,No,M120,Fiber-reinforced paperboard,8,14,9,2.2,85,110,Industrial,Heavy cartons,205.0,6.95
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M001,Single-wall corrugated cardboard,8,15,9,1.6,92,55,Electronics,Shipping boxes,103.0,4.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M002,Double-wall corrugated cardboard,9,20,8,2.0,90,75,Electronics,Heavy-duty boxes,123.0,4.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M003,Triple-wall corrugated cardboard,10,30,7,2.5,88,95,Industrial,Machinery packaging,143.0,4.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M004,Kraft linerboard,7,12,9,1.5,90,50,Food,Outer cartons,98.0,3.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M005,Test linerboard,7,10,8,1.8,85,48,Retail,Packaging cartons,96.0,4.2
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M006,Solid bleached sulfate (SBS),7,10,6,2.6,82,75,Cosmetics,Premium boxes,123.0,5.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M007,Solid unbleached board (SUB),8,12,7,2.2,85,70,Food,Dry food boxes,118.0,4.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M008,Folding boxboard (FBB),7,9,8,2.0,88,65,Pharma,Medicine cartons,113.0,4.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M009,Chipboard,6,8,7,2.4,80,40,Retail,Cereal boxes,88.0,4.8
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M010,Thick-wall molded pulp,6,8,10,1.2,88,45,Electronics,Protective trays,93.0,3.5999999999999996
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M011,Thin-wall molded pulp,5,6,10,1.0,90,42,Electronics,Insert trays,90.0,3.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M012,Cellulose acetate film,4,2,8,1.5,60,85,Food,Wrappers,133.0,3.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M013,Glassine paper,4,3,7,1.7,65,38,Food,Bakery wraps,86.0,4.1
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M014,Wax-coated paper,4,3,6,2.2,55,40,Food,Greaseproof wraps,88.0,4.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M015,Greaseproof paper,4,3,7,1.9,60,42,Food,Fast food wraps,90.0,4.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M016,Jute fiber sheet,7,12,9,1.7,80,95,Agriculture,Produce sacks,143.0,4.1
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M017,Cotton textile wrap,6,8,8,2.1,75,105,Retail,Reusable bags,153.0,4.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M018,Hemp fiber paper,6,7,9,1.4,78,90,Retail,Eco bags,138.0,3.8
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M019,Kenaf fiber board,7,10,9,1.6,80,88,Industrial,Boards,136.0,4.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M020,Rice husk fiber board,6,9,8,1.8,75,85,Food,Food boxes,133.0,4.2
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M021,Wheat straw pulp board,6,8,9,1.5,78,82,Food,Takeaway boxes,130.0,3.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M022,Banana fiber paper,5,6,9,1.3,80,80,Retail,Paper bags,128.0,3.7
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M023,Areca leaf plates,5,4,10,1.1,70,65,Food,Disposable plates,113.0,3.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M024,Paper foam,5,5,9,1.2,85,70,Electronics,Cushioning,118.0,3.5999999999999996
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M025,Honeycomb paperboard,8,18,9,1.8,90,90,Industrial,Pallets,138.0,4.2
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M026,PLA bioplastic,5,3,8,2.9,60,95,Food,Containers,143.0,5.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M027,PHA bioplastic,5,3,9,2.4,65,110,Food,Compostable packs,158.0,4.8
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M028,PBS bioplastic,5,3,8,2.7,62,100,Food,Flexible packaging,148.0,5.1
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M029,Starch-based bioplastic,5,3,8,2.6,65,90,Food,Carry bags,138.0,5.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M030,Sugarcane bagasse pulp,5,4,10,1.1,75,60,Food,Plates,108.0,3.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M031,Bamboo molded pulp,6,6,10,1.3,70,85,Home,Containers,133.0,3.7
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M032,Mushroom mycelium packaging,5,5,10,0.9,100,110,Electronics,Protective packaging,158.0,3.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M033,Palm leaf packaging,5,4,10,1.2,70,70,Food,Disposable bowls,118.0,3.5999999999999996
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M034,Seaweed film,4,2,9,1.4,55,120,Food,Edible wraps,168.0,3.8
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M035,Cellulose bioplastic,4,2,9,1.6,60,100,Food,Films,148.0,4.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M036,Chitosan biopolymer film,4,2,9,1.8,55,130,Food,Antimicrobial wraps,178.0,4.2
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M037,Algae-based packaging,4,3,9,1.5,60,125,Food,Eco wraps,173.0,3.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M038,Corn husk fiber,5,4,9,1.4,70,85,Food,Food trays,133.0,3.8
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M039,Coconut coir fiber,6,7,9,1.6,75,90,Agriculture,Sacks,138.0,4.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M040,Wood wool packaging,6,6,9,1.5,80,80,Electronics,Cushioning,128.0,3.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M041,Bio-coated paper,6,7,8,2.1,70,75,Food,Liquid cartons,123.0,4.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M042,Compostable multilayer film,4,3,8,2.5,55,115,Food,Flexible packs,163.0,4.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M043,Natural latex packaging,5,4,8,2.3,65,105,Medical,Gloves,153.0,4.699999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M044,Paper-laminated bioplastic,5,4,7,2.8,60,98,Food,Pouches,146.0,5.199999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M045,Starch biodegradable foam,6,6,9,1.9,70,90,Electronics,Cushioning,138.0,4.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M046,PLA-coated paperboard,6,6,8,2.4,75,88,Food,Cups,136.0,4.8
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M047,PHA-coated paperboard,6,6,9,2.2,78,92,Food,Takeaway boxes,140.0,4.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M048,Bio-based barrier film,4,3,8,2.6,58,120,Food,Sealed packs,168.0,5.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M049,Compostable shrink wrap,4,3,7,2.9,55,110,Retail,Wrapping,158.0,5.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M050,Bio-resin composite,7,8,8,2.7,65,130,Industrial,Protective shells,178.0,5.1
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M051,PET plastic,7,6,2,3.8,85,70,Beverage,Bottles,118.0,6.199999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M052,Recycled PET (rPET),7,6,3,2.9,90,78,Beverage,Bottles,126.0,5.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M053,HDPE plastic,8,9,2,3.4,88,82,Pharma,Containers,130.0,5.8
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M054,Recycled HDPE,8,9,3,2.8,90,85,Pharma,Containers,133.0,5.199999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M055,LDPE plastic,6,5,1,3.6,70,65,Retail,Bags,113.0,6.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M056,Recycled LDPE,6,5,2,3.0,75,70,Retail,Bags,118.0,5.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M057,PP plastic,7,7,2,3.2,80,78,Food,Food tubs,126.0,5.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M058,Recycled PP,7,7,3,2.7,85,82,Food,Containers,130.0,5.1
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M059,PS plastic,6,6,1,4.1,60,72,Food,Cups,120.0,6.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M060,EPS foam,8,10,1,4.9,35,90,Electronics,Cushioning,138.0,7.300000000000001
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M061,EPP foam,8,12,1,4.2,45,115,Automotive,Parts,163.0,6.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M062,PVC plastic,7,8,1,4.5,55,85,Industrial,Pipes,133.0,6.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M063,Bio-PET,7,6,3,3.1,85,88,Beverage,Bottles,136.0,5.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M064,Oxo-degradable plastic,6,5,2,4.0,50,75,Retail,Bags,123.0,6.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M065,Multilayer plastic film,6,5,1,4.8,40,90,Food,Snack packs,138.0,7.199999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M066,PE stretch film,6,6,1,3.9,60,80,Logistics,Wrapping,128.0,6.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M067,Blown PE film,6,6,1,3.7,65,78,Retail,Wraps,126.0,6.1
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M068,Injection molded PP,8,9,2,3.3,80,95,Industrial,Crates,143.0,5.699999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M069,Thermoformed PET,7,6,2,3.6,85,88,Food,Trays,136.0,6.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M070,PE foam,7,8,1,4.0,55,100,Electronics,Cushioning,148.0,6.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M071,EVOH barrier film,6,5,1,4.2,50,120,Food,Vacuum packs,168.0,6.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M072,Nylon (PA) film,7,7,1,4.6,60,110,Food,Sealed packs,158.0,7.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M073,Polycarbonate,9,15,1,5.2,75,180,Industrial,Protective cases,228.0,7.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M074,ABS plastic,8,12,1,4.8,70,160,Industrial,Housings,208.0,7.199999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M075,Acetal (POM),8,10,1,4.4,65,155,Industrial,Precision parts,203.0,6.800000000000001
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M076,Soda-lime glass,9,20,1,5.2,100,140,Cosmetics,Bottles,188.0,7.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M077,Flint glass,9,18,1,5.0,100,150,Food,Jars,198.0,7.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M078,Amber glass,9,18,1,5.1,100,145,Pharma,Medicine bottles,193.0,7.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M079,Borosilicate glass,9,22,1,5.8,100,165,Pharma,Lab containers,213.0,8.2
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M080,Tempered glass,10,25,1,6.0,100,180,Electronics,Protective panels,228.0,8.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M081,Aluminum can alloy,9,12,2,4.8,95,120,Beverage,Cans,168.0,7.199999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M082,Aluminum foil,6,5,2,4.5,95,90,Food,Wrapping,138.0,6.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M083,Recycled aluminum,9,12,2,3.5,98,110,Beverage,Cans,158.0,5.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M084,Tinplate steel,10,25,1,6.2,92,160,Food,Cans,208.0,8.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M085,Chromium coated steel,10,28,1,6.5,90,170,Food,Containers,218.0,8.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M086,Stainless steel 304,10,30,1,6.8,85,220,Industrial,Drums,268.0,9.2
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M087,Stainless steel 316,10,32,1,7.0,85,240,Medical,Containers,288.0,9.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M088,Galvanized steel,10,35,1,6.6,88,200,Industrial,Crates,248.0,9.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M089,Cold rolled steel,10,40,1,7.2,85,210,Industrial,Heavy crates,258.0,9.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M090,Recycled steel,10,38,1,5.5,92,190,Industrial,Containers,238.0,7.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M091,Copper packaging foil,8,10,1,5.9,90,230,Food,Special wraps,278.0,8.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M092,Brass containers,9,18,1,6.4,88,260,Decor,Gift boxes,308.0,8.8
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M093,Lightweight aluminum sheet,8,10,2,4.2,95,115,Electronics,Casings,163.0,6.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M094,Heavy gauge aluminum,9,20,2,5.1,95,140,Industrial,Panels,188.0,7.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M095,Metalized paper,6,6,5,3.5,70,85,Food,Snack packs,133.0,5.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M096,Aluminum composite panel,9,25,1,6.3,80,210,Construction,Panels,258.0,8.7
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M097,Steel drums,10,50,1,7.5,85,300,Chemical,Barrels,348.0,9.9
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M098,Metal closures,8,5,1,4.9,90,60,Beverage,Bottle caps,108.0,7.300000000000001
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M099,Aerosol aluminum cans,9,12,2,5.0,95,130,Cosmetics,Spray cans,178.0,7.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M100,Food-grade steel cans,10,30,1,6.6,92,175,Food,Canned goods,223.0,9.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M101,Medical-grade Tyvek,6,5,2,3.8,85,140,Pharma,Sterile pouches,188.0,6.199999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M102,Blister aluminum foil,7,4,1,4.6,95,120,Pharma,Tablet blisters,168.0,7.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M103,PVC/PVDC blister film,6,4,1,4.9,60,110,Pharma,Medicine packs,158.0,7.300000000000001
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M104,Sterile paper pouches,5,4,7,2.1,75,95,Medical,Surgical tools,143.0,4.5
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M105,HDPE medical bottles,8,8,2,3.3,88,90,Pharma,Liquid medicine bottles,138.0,5.699999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M106,Vacuum insulated panels,9,20,1,6.9,50,260,Cold Chain,Thermal containers,308.0,9.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M107,Gel-based cold packs,6,6,1,4.8,40,180,Cold Chain,Vaccine shipping,228.0,7.199999999999999
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M108,Reflective thermal liners,5,5,3,3.9,60,120,Cold Chain,Food delivery bags,168.0,6.3
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M109,Insulated paper liners,6,7,8,2.0,75,95,Cold Chain,Fresh food boxes,143.0,4.4
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M110,Recyclable EPS alternative foam,7,9,6,3.2,70,130,Cold Chain,Insulated packaging,178.0,5.6
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M111,Paper bubble wrap,6,6,9,1.6,85,85,E-commerce,Protective wrapping,133.0,4.0
P007,Computer Monitor,Electronics,4.8,High,8,6,320,No,M112,Corrugated mailers,7,10,9,1.8,90,75,E-commerce,Book shipping,123.0,4.2
